^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS34
!dataset_title = Heat shock from 37°C to 25°C time course
!dataset_description = Heat shock from 37°C to 25°C. Samples collected at 15, 30, 45, 60 and 90 minutes. Included as part of a detailed characterization of global expression programs triggered by environmental stress.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 11102521
!dataset_platform = GPL56
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = spotted DNA/cDNA
!dataset_feature_count = 8448
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 2
!dataset_sample_count = 5
!dataset_value_type = log ratio
!dataset_reference_series = GSE18
!dataset_order = ordered
!dataset_update_date = Nov 03 2005
^SUBSET = GDS34_1
!subset_dataset_id = GDS34
!subset_description = 15 minute
!subset_sample_id = GSM1019
!subset_type = time
^SUBSET = GDS34_2
!subset_dataset_id = GDS34
!subset_description = 30 minute
!subset_sample_id = GSM1020
!subset_type = time
^SUBSET = GDS34_3
!subset_dataset_id = GDS34
!subset_description = 45 minute
!subset_sample_id = GSM1021
!subset_type = time
^SUBSET = GDS34_4
!subset_dataset_id = GDS34
!subset_description = 60 minute
!subset_sample_id = GSM1022
!subset_type = time
^SUBSET = GDS34_5
!subset_dataset_id = GDS34
!subset_description = 90 minute
!subset_sample_id = GSM1023
!subset_type = time
^DATASET = GDS34
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM1019 = Value for GSM1019: 25C -- 15 min; src: 37C; src: 25C - 15 min
#GSM1020 = Value for GSM1020: 25C -- 30 min; src: 37C; src: 25C - 30 min
#GSM1021 = Value for GSM1021: 25C -- 45 min; src: 37C; src: 25C - 45 min
#GSM1022 = Value for GSM1022: 25C -- 60 min; src: 37C; src: 25C - 60 min
#GSM1023 = Value for GSM1023: 25C -- 90 min; src: 37C; src: 25C - 90 min
!dataset_table_begin
ID_REF	IDENTIFIER	GSM1019	GSM1020	GSM1021	GSM1022	GSM1023
7564	YHR219W	-0.473	-0.504	-0.071	-0.078	0.369
7565	INP51	-1.049	-0.281	0.219	-0.289	0.204
7566	BET1	-0.561	0.012	0.176	0.421	0.083
7567	UTP25	null	-2.493	null	-2.617	-1.263
7568	RSM25	null	null	null	-2.04	null
7569	PRK1	-0.078	0.177	0.252	-0.599	0.084
7570	FYV10	-1.079	-1.148	-0.78	-0.917	-0.898
7571	SGA1	null	0.241	null	-2.174	-0.856
7572	XBP1	null	null	-2.263	0.69	-0.839
7573	DSN1	-0.846	-0.074	-0.558	0.074	-0.54
7574	SQT1	0.71	1.289	0.697	1.503	0.254
7575	YIR014W	-0.873	-0.798	-0.4	-0.467	-0.338
7576	YIR016W	-1.372	-0.495	-0.899	-0.516	-0.355
7577	YAP5	-1.781	-0.724	-0.787	-0.961	-1.124
7578	YIR020C	-2.541	-0.973	-0.948	-1.067	-0.462
7579	MRPL8	-2.19	-0.494	-1.353	0.056	-0.372
7580	DLS1	-1.369	0.089	-0.582	0.36	-0.367
7581	YJL067W	0.222	-0.15	-0.184	0.042	-0.716
7582	UTP18	1.265	0.845	null	-0.501	0.131
7583	ARG2	0.005	-0.137	null	-0.73	-0.51
7584	JEM1	-0.519	-0.169	null	0.018	-0.088
7585	HSP150	0.367	0.079	-0.488	0.548	0.14
7586	FMP33	-2.329	-1.423	-1.236	-1.311	-0.873
7587	YJL163C	-1.734	-1.192	-0.428	-1.054	-0.741
7588	HAL5	-0.517	0.032	0.305	-0.595	0.163
7589	ERG20	-0.058	0.089	-0.035	0.263	0.074
7590	YJL169W	-0.161	0.342	-0.17	0.283	-0.256
7591	YJR030C	-0.715	-0.189	0.596	-0.259	0.011
7592	CPR7	-0.367	-0.029	-0.078	-0.272	-0.305
7593	PET191	-1.326	-0.578	-0.929	-0.582	-0.681
7594	HUL4	null	-0.531	-0.84	-1.34	null
7595	YJR038C	null	null	-0.978	-1.756	-1.183
7596	GEF1	-0.329	-0.02	0.067	0.565	0.066
7597	RSF2	-0.84	-0.551	-0.715	-0.447	-0.398
7598	EFM3	-0.065	-0.212	-0.438	0.235	-0.094
7599	MNS1	-0.639	-1.014	-1.004	-0.636	-0.601
7600	XPT1	-0.152	-0.153	-0.535	0.08	-0.273
7601	MCM22	-1.339	-0.653	-0.745	-0.704	-0.974
7602	MET5	-0.368	0.178	0.435	0.108	0.074
7603	FBA1	0.439	0.228	-0.481	0.677	0.966
7604	MSN4	-0.564	-1.533	-0.828	-1.553	-0.653
7605	MNR2	0.335	0.148	0.267	-0.131	-0.024
7606	YKL066W	null	-0.415	null	-1.238	null
7607	NUP100	0.103	0.57	null	0.513	0.081
7608	YKL070W	0.074	-0.188	null	-0.366	-0.149
7609	RSM22	null	-0.326	-0.458	-0.63	-0.345
7610	APE2	-0.243	-0.699	-0.465	-1.21	-0.226
7611	RCN1	0.314	0.509	-0.051	0.311	-0.316
7612	KDX1	-0.033	-0.575	-0.592	-1.071	-0.757
7613	PIR3	1.302	-0.097	-0.232	0.247	0.113
7614	MCD4	0.729	-0.202	0.585	-0.885	0.288
7615	GCN3	0.388	0.653	0.18	0.791	0.172
7616	SAP190	0.718	0.853	0.564	0.418	0.13
7617	GMH1	0.116	0.577	-0.088	0.905	0.284
7618	YKR032W	null	null	-1.135	-0.684	-1.914
7619	DAL80	null	null	-1.399	-2.09	-0.956
7620	CAF4	null	0.326	0.344	0.058	-0.45
7621	SDC25	-4.244	-0.874	0.177	0.114	0.374
7622	DPS1	0.182	0.634	0.68	0.677	0.486
7623	YLL020C	-0.706	-0.13	-0.858	-0.13	-0.456
7624	HIF1	-1.745	-0.809	-0.778	-1.576	0.12
7625	SSA2	-0.022	-0.892	-1.304	-1.946	-2.606
7626	HSP104	-2.672	-4.114	-3.812	-4.209	-3.24
7627	STU2	0.03	-0.694	-0.206	-0.337	0.227
7628	FRE8	-0.165	-0.424	-0.54	-1.578	-0.575
7629	YLR049C	-1.55	-1.162	-0.728	-0.107	-0.325
7630	FCF2	0.399	0.465	0.159	0.318	-0.252
7631	YLR053C	-0.344	-0.099	-0.973	-0.01	-0.61
7632	SPT8	-0.341	-0.501	-0.874	-0.145	-0.235
7633	RRN5	null	null	null	null	-0.508
7634	DPH6	0.558	0.555	0.72	-0.767	0.1
7635	RMP1	-0.909	0.08	-0.151	0.188	0.006
7636	SMD3	-0.568	0.65	0.1	0.677	0.039
7637	YLR149C	-0.512	-0.462	-0.477	-1.417	-0.613
7638	PCD1	-1.671	-1.795	-1.092	-0.554	-0.674
7639	THI7	-0.133	-0.417	-0.562	-0.487	-0.901
7640	LIP2	-0.307	-0.498	-0.738	-0.517	-0.457
7641	CSC1	0.301	-0.231	-0.17	-0.888	-0.326
7642	GPN3	0.685	0.596	0.325	0.277	0.075
7643	CDD1	-0.14	-0.218	-0.472	-0.452	-0.481
7644	IRC20	0.453	-0.076	0.015	-0.387	-0.349
7645	RPS25B	0.466	0.739	0.504	1.445	1.149
7646	NUP2	0.568	0.591	0.178	0.263	0.307
7647	VRP1	2.026	-0.309	-0.142	0.354	0.192
7648	YLR339C	0.503	0.358	0.734	0.409	1.533
7649	SPO77	-0.603	-0.804	-0.695	-1.037	-0.76
7650	GAS2	-0.308	-0.168	-0.093	-0.136	-0.359
7651	CRN1	0.286	-0.375	0.168	null	0.05
7652	ATG23	-0.036	-0.28	-0.596	-0.563	-0.881
7653	CNA1	0.544	0.49	0.515	0.403	0.337
7654	TSR2	0.625	0.616	0.421	0.496	0.002
7655	DIF1	0.293	-0.011	0.031	-0.103	0.338
7656	MRPL4	-0.109	-0.076	-1.424	0.607	-0.031
7657	POB3	-0.961	0.18	0.373	0.983	0.173
7658	COG8	null	0.022	0.525	null	-0.091
7659	FPR3	0.727	1.252	1.274	1.637	0.675
7660	WAR1	0.807	0.05	0.818	-0.955	-0.07
7661	CPR3	-0.03	-0.072	-0.14	0.053	0.151
7662	DUS1	0.939	1.058	0.808	0.771	0.762
7663	YET2	-2.569	-1.021	-1.267	-0.597	-0.942
7664	ARG80	-2.524	0.017	null	-1.018	-0.064
7665	IOC4	-0.052	0.136	0.201	0.147	-0.294
7666	NUP116	-0.057	0.464	0.364	0.371	0.16
7667	ERB1	1.002	1.353	1.159	0.786	0.443
7668	FAR3	-0.892	-0.556	-0.254	-0.772	-0.719
7669	OSW5	-0.721	-0.147	-0.499	-0.268	-0.555
7670	IMP1	-0.245	-0.131	-0.238	0.219	0.06
7671	YIM1	-1.172	-1.294	-0.934	-0.809	-0.534
7672	RIM13	-0.349	-0.457	0.026	-0.111	-0.226
7673	TPP1	-0.361	-0.289	-0.389	-0.199	-0.413
7674	MRPS8	-0.813	-0.628	-0.7	-0.231	-0.482
7675	GFD1	0.287	0.039	0.281	0.033	-0.112
7676	ROY1	0.021	-0.116	-0.009	-0.586	-0.42
7677	TIF11	0.264	0.772	0.689	1.221	0.621
7678	YMR262W	-1.275	-1.275	-1.182	-0.807	-0.535
7679	CUE1	null	null	null	null	null
7680	RSN1	null	null	0.617	null	0.058
7681	HHF2	-0.287	-0.302	-0.576	1.001	1.05
7682	SIW14	-0.488	-0.21	-0.351	-0.077	-0.274
7683	YNL034W	-1.601	-0.307	-0.115	null	-0.253
7684	NCE103	3.543	3.206	1.694	3.082	4.158
7685	GPI15	-0.429	0.436	0.359	0.544	-0.1
7686	YNL040W	-0.885	-0.562	-0.678	-0.712	-1.03
7687	SPC98	-1.569	-0.871	-0.369	-0.55	0.182
7688	TEP1	-3.396	-0.62	-0.542	-1.022	-1.181
7689	CPT1	-1.126	-1.343	-1.146	-0.782	-0.534
7690	KRE33	1.012	1.683	1.79	0.801	0.731
7691	YNL134C	-1.179	0.042	-1.131	0.49	-0.121
7692	EAF7	-0.466	-0.026	0.335	0.217	-0.116
7693	SSU72	null	null	-1.485	null	0.497
7694	SQS1	-0.174	-0.579	0.145	-0.201	-0.201
7695	YNL226W	-0.971	0.066	0.182	-0.905	-0.615
7696	YNL228W	-0.271	0.274	0.195	0.425	-0.546
7697	ELA1	-1.57	-0.468	0.207	-0.645	-0.737
7698	CSL4	-0.442	0.24	0.417	0.371	0.236
7699	HXT14	null	null	-0.148	0.723	null
7700	YNL320W	-0.069	-0.305	-0.628	-0.31	-0.222
7701	KRE1	-0.185	-0.18	-0.535	0.362	-0.258
7702	YNL324W	-1.226	-0.829	-0.405	-2.011	-1.182
7703	PFA3	0.065	-0.124	0	-0.31	-0.071
7704	MDJ2	-0.485	-0.829	-1.167	-0.518	-0.18
7705	COS10	null	-1.585	0.093	null	-0.222
7706	YNR077C	-0.692	-0.418	-0.371	0.333	null
7707	IZH2	1.597	1.589	0.902	0.019	-0.519
7708	SIN3	null	-4.129	null	null	1.379
7709	TOP1	0.561	0.276	-0.945	0.544	-0.172
7710	COQ10	-0.099	-0.282	0.085	0.184	-0.022
7711	TRM10	0.355	0.027	0.248	0.178	-0.024
7712	HMI1	-0.892	0.742	0.229	-0.541	-0.135
7713	WRS1	0.49	0.912	0.712	0.926	0.362
7714	YOL099C	-0.493	-0.191	-0.155	-0.096	-0.496
7715	IZH4	2.674	2.374	0.726	-1.247	-2.049
7716	ITR2	0.237	0.502	0.34	0.639	0.453
7717	AHC1	0.16	0.329	0.212	0.534	-0.11
7718	HST3	-0.878	-0.267	-0.092	0.072	-0.239
7719	STI1	-1.694	-1.743	-2.099	-1.532	-2.52
7720	YOR029W	-1.143	-0.421	0.796	null	-0.879
7721	CRS5	-1.417	-1.135	-0.23	0.005	-0.078
7722	EXO1	-1.005	-0.331	null	0.198	null
7723	RIO1	0.304	1.212	0.75	0.85	0.085
7724	YOR121C	-0.623	-0.16	-0.534	0.411	-0.006
7725	LEO1	0.389	0.153	0.49	0.164	-0.078
7726	CAT5	-1.363	-1.096	-1.054	-0.306	-0.427
7727	RGA1	0.538	0.114	0.699	-0.183	0.254
7728	AFI1	0.568	0.175	0.957	-0.491	-0.1
7729	AIM41	null	-0.671	-0.568	0.111	0.063
7730	RFC1	0.527	0	0.292	0.756	0.584
7731	STE13	-0.197	-0.466	0.254	-0.255	0.146
7732	MCT1	0.042	-0.272	-0.232	-0.595	-0.253
7733	DSC3	-2.037	-1.258	-0.824	0.051	0.085
7734	YOR225W	-1.128	0.771	0.499	1.577	0.155
7735	DGK1	-0.024	0.119	0.052	0.072	0.255
7736	SPS4	-2.666	-0.975	-0.639	-0.915	-0.992
7737	SFG1	-0.871	-0.587	-0.24	-0.795	-0.241
7738	FAA1	-1.038	-1.872	-1.847	-1.843	-0.34
7739	HSH49	-0.373	-0.248	-0.29	-0.319	-0.22
7740	PMT3	-1.294	-1.431	-0.744	-0.393	0.154
7741	MRPS16	-0.201	-0.364	-0.112	0.073	-0.185
7742	HST2	0.093	0.222	0.285	0.976	0.832
7743	IRC15	-2.655	-2.838	0.39	2.954	0.11
7744	VTC3	1.419	0.922	1.482	1.045	1.405
7745	ECM23	null	-1.737	-1.678	-0.692	-1.75
7746	MET12	null	0.144	-0.239	null	0.755
7747	YPL109C	-1.279	-0.935	-0.834	-0.604	-0.415
7748	CAR1	-0.348	-0.422	-0.729	1.111	0.577
7749	YPL113C	-1.123	-0.262	-1.866	-0.325	-0.636
7750	BEM3	-1.333	0.772	null	0.659	0.359
7751	IDI1	0.337	0.768	0.554	0.606	0.555
7752	DBP1	null	0.885	null	null	-0.108
7753	YPL205C	null	0.97	0.375	0.426	0.084
7754	TYW1	0.618	0.984	0.938	0.671	0.756
7755	IPL1	-2.485	null	null	null	-0.193
7756	NIP7	1.183	1.826	1.599	2.008	1.159
7757	LEA1	-0.041	0.015	-0.446	null	-0.412
7758	CBP3	null	null	null	3.585	null
7759	RLF2	0.118	-0.134	null	1.03	0.431
7760	ATP20	-0.108	0.538	0.219	1.004	0.529
7761	SDD4	null	-0.269	null	0.428	null
7762	YME1	null	-0.325	-0.328	-0.083	-0.486
7763	ATH1	null	-2.459	null	-1.355	null
7764	YOP1	-0.569	-1.15	-1.365	-0.645	0.032
7765	YPR114W	0.693	0.871	0.712	0.258	0.242
7766	RRG8	0.113	-0.68	0.468	-0.518	-0.533
7767	MRI1	0.651	0.874	0.585	1.074	0.863
7768	CLB5	-0.4	-0.351	0.337	0.427	0.268
7769	AXL1	null	null	-1.476	null	null
7770	CTR1	null	-0.562	-0.611	-0.062	-0.396
7771	EMPTY	null	null	3.07	null	-0.778
7772	EMPTY	null	null	null	null	1.193
7773	EMPTY	null	null	null	null	-0.377
7774	EMPTY	null	null	null	null	-3.036
7775	EMPTY	null	null	null	null	-0.566
7776	EMPTY	null	null	null	null	-0.02
7777	NORF 75	null	null	null	null	null
7778	NORF 79	null	0.238	0.369	null	-0.139
7779	NORF 83	null	-0.383	-0.229	null	-0.633
7780	NORF 87	null	null	null	null	-1.241
7781	NORF 91	null	-0.961	-0.17	-0.408	-0.773
7782	NORF 95	null	0.506	null	null	null
7783	YDR095C	null	-0.807	null	null	null
7784	YCF1	null	-1.856	null	null	null
7785	UME6	0.568	0.841	null	0.805	0.56
7786	HEM1	0.556	1.147	0.468	1.41	0.772
7787	YDR274C	null	0.502	null	-0.823	-2.085
7788	HDA2	-1.554	-0.516	-0.251	-0.192	-0.482
7789	IMA3	-1.004	-0.57	-0.308	-0.149	-0.414
7790	FLO11	null	null	null	2.053	1.585
7791	TIM54	-0.829	0.491	-0.049	0.756	-0.07
7792	UTP10	1.697	1.368	1.522	0.892	1.085
7793	YJL118W	-1.349	-0.238	-0.447	0.171	0.209
7794	URA2	1.114	0.8	1.15	1.353	0.644
7795	YNR068C	null	-0.892	-0.831	-0.976	-1.374
7796	PDR18	null	-0.719	-0.327	-0.215	-0.699
7797	NOP12	1.039	1.099	1.008	0.734	0.397
7798	AVO1	1.303	0.825	null	null	0.225
7799	SHR5	-2.655	-1.024	null	null	-1.16
7800	YOR015W	-0.451	-0.135	-0.171	0.35	0.015
7801	EMPTY	null	null	null	null	null
7802	EMPTY	null	null	null	null	null
7803	EMPTY	null	null	null	null	null
7804	EMPTY	null	null	null	null	null
7805	EMPTY	null	null	null	null	null
7806	EMPTY	null	null	null	null	null
7807	CCW14	0.614	0.641	0.14	1.152	0.5
7808	ECM12	-1.035	-0.624	-0.9	-0.338	-0.529
7809	PCI8	-0.66	-0.588	-0.422	-0.726	-0.592
7810	MRP10	-0.402	-0.017	-0.216	0.304	0.096
7811	YBR286W-FULL	0.671	0.246	0.206	0.384	0.468
7812	YBR286W-100	0.601	0.348	0.226	0.508	0.599
7813	EMPTY	null	null	null	null	null
7814	EMPTY	null	null	null	null	null
7815	EMPTY	null	null	null	null	null
7816	EMPTY	null	null	null	null	null
7817	EMPTY	null	null	null	null	null
7818	EMPTY	null	null	null	null	null
7819	CDC25	1.297	0.629	1.286	null	0.673
7820	YLR419W	null	0.478	0.639	null	0.168
7821	SEN1	null	1.509	1.245	null	0.763
7822	NTE1	null	null	null	null	0.394
7823	HMG1	null	null	null	null	0.077
7824	ECM5	null	0.064	null	null	-0.42
7825	PUF2	null	null	null	null	null
7826	YBR286W-750	null	0.582	null	null	0.81
7827	YBR286W-850	null	null	null	null	null
7828	YBR286W-950	null	null	null	null	null
7829	YBR286W-1050	null	null	null	null	null
7830	YBR286W-1150	null	null	null	null	null
7831	TCB1	null	-1.036	null	null	0.334
7832	PAC1	0.143	0.351	0.452	0.281	0.376
7833	YPK9	-0.845	-1.014	0.535	-0.121	-0.142
7834	ALA1	1.324	1.199	1.572	0.724	1.097
7835	TEA1	0.3	0.378	0.525	-0.139	-0.084
7836	UBC11	-0.398	-0.048	-0.411	-0.411	-0.562
7837	EMPTY	null	null	null	null	null
7838	EMPTY	null	null	null	null	null
7839	EMPTY	null	null	null	null	null
7840	EMPTY	null	null	null	null	null
7841	EMPTY	null	null	null	null	null
7842	EMPTY	null	null	null	null	null
7843	EMPTY	null	null	null	null	null
7844	EMPTY	null	null	null	null	null
7845	EMPTY	null	null	null	null	null
7846	EMPTY	null	null	null	null	null
7847	EMPTY	null	null	null	null	null
7848	EMPTY	null	null	null	null	null
7849	NAB2	null	null	null	null	0.506
7850	XRN1	null	null	null	null	0.683
7851	ROM1	null	null	null	null	null
7852	YGR073C	null	0.289	null	0.143	0.302
7853	SPO13	null	null	null	null	null
7854	YHR143BW	null	null	null	null	null
7855	EMPTY	null	null	null	null	null
7856	EMPTY	null	null	null	null	null
7857	EMPTY	null	null	null	null	null
7858	EMPTY	null	null	null	null	null
7859	EMPTY	null	null	null	null	null
7860	EMPTY	null	null	null	null	null
7861	EMPTY	null	null	null	null	null
7862	EMPTY	null	null	null	null	null
7863	EMPTY	null	null	null	null	null
7864	EMPTY	null	null	null	null	null
7865	EMPTY	null	null	null	null	null
7866	EMPTY	null	null	null	null	null
7867	EMPTY	null	null	null	null	null
7868	EMPTY	null	null	null	null	null
7869	EMPTY	null	null	null	null	null
7870	EMPTY	null	null	null	null	null
7871	EMPTY	null	null	null	null	null
7872	EMPTY	null	null	null	null	null
7873	3XSSC	null	null	null	null	null
7874	3XSSC	null	null	null	null	null
7875	3XSSC	null	null	null	null	null
7876	3XSSC	null	null	null	null	null
7877	3XSSC	null	null	null	null	null
7878	3XSSC	null	null	null	null	null
7879	EMPTY	null	null	null	null	null
7880	EMPTY	1.965	null	null	null	null
7881	EMPTY	null	null	null	null	null
7882	EMPTY	null	null	null	null	null
7883	EMPTY	null	null	null	null	null
7884	EMPTY	null	null	null	null	null
7885	EMPTY	null	null	null	null	null
7886	EMPTY	null	null	null	null	null
7887	EMPTY	null	null	null	null	null
7888	EMPTY	null	null	null	null	null
7889	EMPTY	null	null	null	null	null
7890	EMPTY	null	null	null	null	null
7891	EMPTY	null	null	null	null	null
7892	EMPTY	null	null	null	null	null
7893	EMPTY	null	null	null	null	null
7894	EMPTY	null	null	null	null	null
7895	EMPTY	null	null	null	null	null
7896	EMPTY	null	null	null	null	null
7897	3XSSC	null	null	null	null	null
7898	3XSSC	null	null	null	null	null
7899	3XSSC	null	null	null	null	null
7900	3XSSC	null	null	null	null	null
7901	3XSSC	null	null	null	null	null
7902	3XSSC	null	null	null	null	null
7903	EMPTY	null	null	null	null	null
7904	EMPTY	null	null	null	null	null
7905	EMPTY	null	null	null	null	null
7906	EMPTY	null	null	null	null	null
7907	EMPTY	null	null	null	null	null
7908	EMPTY	null	null	null	null	null
7909	EMPTY	null	null	null	null	null
7910	EMPTY	null	null	null	null	null
7911	EMPTY	null	null	null	null	null
7912	EMPTY	null	null	null	null	null
7913	EMPTY	null	null	null	null	null
7914	EMPTY	null	null	null	null	null
7915	EMPTY	null	null	null	null	null
7916	EMPTY	null	null	null	null	null
7917	EMPTY	null	null	null	null	null
7918	EMPTY	null	null	null	null	null
7919	EMPTY	null	null	null	null	null
7920	EMPTY	null	null	null	null	null
7921	GPX2	0.651	1.396	1.578	1.979	1.124
7922	RRT2	-0.101	0.229	0.157	0.351	0.193
7923	HIS7	-0.345	-0.1	0.658	0.043	-0.25
7924	SPO23	-1.157	-1.23	-1.141	-1	-1.182
7925	DUT1	-1.132	null	-0.37	0.908	0.254
7926	TRS20	-0.489	null	-0.353	0.145	-0.196
7927	GID7	null	null	null	null	-0.337
7928	YCL041C	null	null	-0.841	-0.788	-0.21
7929	PDI1	-0.108	-0.524	-0.749	0.216	0.056
7930	EMC1	0.147	0.271	0.275	-0.418	0.209
7931	POF1	-1.541	-1.052	-1.747	-1.025	-1.227
7932	YCL049C	-1.949	-0.57	-2.445	-0.17	-0.092
7933	BUD23	-1.222	-0.278	-1.023	null	-0.131
7934	YCR049C	-0.15	-1.158	-0.638	-1.041	-1.188
7935	YCR051W	-2.002	-0.364	-0.717	-0.22	-0.452
7936	THR4	0.419	0.819	0.399	0.444	0.64
7937	PWP2	0.639	1.479	0.285	1.924	0.367
7938	PWP2	-0.854	1.013	-0.88	0.029	0.116
7939	TSC13	-0.324	-0.287	-0.087	-0.327	0.12
7940	CDC7	-1.142	-0.417	-1.325	0.067	-0.32
7941	OSH2	-2.308	-1.619	-2.461	-0.228	0.119
7942	GPM2	null	-3.343	-3.849	-2.689	-2.346
7943	YDL023C	null	-3.212	-3.955	-2.715	-1.372
7944	RTK1	null	-1.03	-1.749	-0.929	-0.741
7945	RRP42	0.25	0.861	0.447	0.725	0.379
7946	ATG20	null	null	null	-0.167	0
7947	IWR1	-1.453	null	null	-0.017	-0.146
7948	CYK3	-1.725	null	null	-0.751	0.468
7949	HEM25	-1.55	null	null	-0.799	-0.33
7950	YDL121C	-2.297	null	null	-1.524	null
7951	GLE1	null	null	null	null	null
7952	CWC2	null	null	null	null	null
7953	YDL211C	null	null	null	null	null
7954	NOP6	null	null	null	null	null
7955	GDH2	null	null	null	null	null
7956	TIM22	null	null	null	null	null
7957	PST1	-1.258	-1.313	-1.439	-1.435	-1.343
7958	YOS9	-1.185	0.152	-1.11	-0.097	null
7959	UBC5	-0.051	-0.174	-0.859	-0.03	-0.438
7960	YDR061W	-1.6	-0.229	-0.746	0.132	-0.384
7961	AIM7	-0.762	-0.312	-0.652	0.178	-0.124
7962	RRG1	-1.179	-0.498	-0.543	-0.992	-0.338
7963	CTH1	-0.219	0.061	0.035	-0.002	-0.337
7964	ENT5	-0.382	0.517	-0.859	0.873	-0.111
7965	CPR1	-0.187	-0.55	null	0.219	-0.449
7966	YDR157W	null	-0.118	null	0.797	0.1
7967	SAC3	null	0.396	null	0.476	0.424
7968	ACL4	0.201	0.898	0.347	1.29	0.227
7969	EXG2	-0.438	-0.344	-0.884	-0.362	-0.429
7970	YDR262W	0.095	0.303	0.358	0.37	0.111
7971	DIN7	-1.078	-0.169	-0.361	0.128	-0.235
7972	AKR1	-0.598	0.153	-1.299	0.43	-0.105
7973	PEX10	-0.704	-0.628	0.073	-0.011	-0.325
7974	HEL2	null	0.162	0.01	0.359	-0.153
7975	HXT6	null	-0.458	0.1	0.101	0.038
7976	HXT3	1.427	0.115	0.502	0.788	0.382
7977	MRP1	-0.778	0.22	-0.828	0.774	0.052
7978	YPS7	0.418	0.679	0.014	0.52	0.271
7979	SBE2	-0.176	0.443	0.438	-0.241	-0.252
7980	TRR1	0.217	0.65	0.219	1.649	0.994
7981	LRS4	-0.684	-0.302	-0.235	-0.159	-0.543
7982	APT2	0.541	0.649	-1.022	1.008	0.29
7983	SSN2	-0.737	0.199	0.152	-0.268	0.04
7984	YDR445C	-3.622	-0.643	-0.555	-0.07	-0.379
7985	RPS17B	0.409	0.816	0.834	1.533	1.164
7986	UTP6	0.4	0.755	0.574	0.62	0.196
7987	YDR535C	-2.379	-1.417	-1.859	-0.76	-1.011
7988	YDR537C	-1.116	-0.414	-1.42	0.461	0.218
7989	FDC1	null	-0.206	null	0.234	-0.14
7990	YDR541C	null	-0.981	null	-0.134	-0.358
7991	YDR543C	null	-0.571	null	0.228	-0.28
7992	YRF1-1	null	null	null	0.404	0.425
7993	YAR037W	null	null	-0.234	-1.006	-0.918
7994	SWH1	null	-2.365	-0.85	-2.821	0.218
7995	SWH1	null	null	-3.421	0.613	null
7996	FLO1	null	null	null	4.459	-0.181
7997	YAR053W	null	-1.768	null	-0.293	-0.667
7998	YAR061W	null	-2.96	-2.553	-0.346	-0.975
7999	ILS1	null	0.416	0.721	0.252	0.764
8000	ATG8	-1.245	-2.183	-2.135	-1.271	-1.18
8001	PET112	-1.224	-2.085	-0.946	-0.322	-0.277
8002	ALG3	-0.432	-0.11	-0.26	0.69	null
8003	CDC27	null	-1.17	2.737	-0.138	null
8004	YBL086C	-2.826	-0.161	0.613	0.423	-0.265
8005	PRP6	0.169	1.017	1.397	0.163	null
8006	MUM2	-0.756	-0.082	-0.39	0.23	-0.11
8007	AKL1	-6.794	-1.078	-1.15	null	-0.109
8008	TRM7	-0.275	1.073	0.857	0.773	0.213
8009	YBR063C	-0.147	-0.034	-0.2	-0.177	-0.523
8010	ECM2	-0.542	-0.43	0.138	-1.651	-0.9
8011	ARA1	-0.912	-0.485	-1.085	0.194	-0.476
8012	APD1	-0.089	0.061	-0.217	-0.001	-0.146
8013	RIB7	null	0.876	null	1.044	-0.169
8014	CNS1	0.851	0.894	1.194	0.75	0.078
8015	ICS2	-2.359	-1.218	-1.423	-1.198	-1.094
8016	IFA38	-0.335	-0.246	-0.087	0.51	0.591
8017	SEC3	null	0.833	-0.158	-0.361	-0.258
8018	YER010C	-0.148	0.202	-0.199	0.815	0.325
8019	PRE1	-0.154	0.195	-0.048	0.362	0.171
8020	HEM14	null	null	-3.849	-1.769	-0.828
8021	BIM1	null	-1.282	null	-0.294	0.184
8022	SPC25	null	-3.053	null	-1.411	-0.611
8023	UBC6	null	0.113	null	0.279	-0.304
8024	RPS8B	0.468	1.003	0.481	1.491	1.368
8025	RTT105	-1.271	null	-0.553	0.185	-0.276
8026	MAM1	-1.763	-2.827	-1.483	-1.105	null
8027	FLO8	-1.012	-0.178	null	0.293	-0.393
8028	KAP123	1.509	0.955	null	0.666	null
8029	VTC2	0.488	0.485	0.351	0.382	0.484
8030	BLM10	-0.171	0.825	0.1	0.828	0.243
8031	SMC1	-0.664	0.332	0.01	0.547	0.238
8032	YFL010BW	null	-0.624	-0.96	0.377	-0.519
8033	HXT10	null	-0.333	-0.67	-0.254	-0.509
8034	IES1	null	-0.031	-0.379	-0.044	-0.215
8035	YFR031BC	null	0.823	0.909	1.634	1.315
8036	RRT5	null	-1.201	null	-0.073	null
8037	PHO4	null	-2.233	null	0.222	-1.415
8038	CDC26	null	-1.074	null	-0.142	-0.758
8039	IRC5	-0.286	1.222	null	0.617	0.106
8040	SAP155	null	0.406	0.184	0.339	-0.051
